sku_id,category,subcategory,avg_weekly_forecast,on_hand_units,on_order_units,lead_time_days,reorder_point,stockout_risk,overstock_risk,quadrant,action,urgency,color,stockout_rupee_at_risk,overstock_rupee_locked,total_rupee_at_stake,forecast_source
SKU_0136,Lighting,Ceiling Lights,19.34,57.0,0.0,21.0,38.0,0.018,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,5772.22,0.0,5772.22,LightGBM model predictions
SKU_0137,Lighting,Ceiling Lights,261.93,40.0,0.0,14.0,21.0,0.924,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1263138.13,0.0,1263138.13,LightGBM model predictions
SKU_0138,Lighting,Ceiling Lights,198.7,101.0,0.0,21.0,97.0,0.831,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,3574723.71,0.0,3574723.71,LightGBM model predictions
SKU_0139,Lighting,Fairy Lights,29.66,225.0,0.0,21.0,72.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0140,Lighting,Fairy Lights,203.34,44.0,0.0,14.0,41.0,0.892,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,773776.98,0.0,773776.98,LightGBM model predictions
SKU_0141,Lighting,Fairy Lights,107.11,188.0,0.0,21.0,64.0,0.415,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,713946.26,0.0,713946.26,LightGBM model predictions
SKU_0142,Lighting,Fairy Lights,121.2,147.0,0.0,21.0,97.0,0.596,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,926531.16,0.0,926531.16,LightGBM model predictions
SKU_0143,Lighting,Fairy Lights,206.3,105.0,0.0,28.0,67.0,0.873,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1933885.42,0.0,1933885.42,LightGBM model predictions
SKU_0144,Lighting,Fairy Lights,71.42,119.0,0.0,14.0,76.0,0.167,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,128926.57,0.0,128926.57,LightGBM model predictions
SKU_0145,Lighting,Fairy Lights,67.08,122.0,0.0,14.0,68.0,0.091,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,62701.51,0.0,62701.51,LightGBM model predictions
SKU_0146,Lighting,Fairy Lights,169.73,51.0,0.0,21.0,50.0,0.9,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1013948.32,0.0,1013948.32,LightGBM model predictions
SKU_0147,Lighting,Fairy Lights,231.89,122.0,0.0,28.0,31.0,0.868,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,294322.86,0.0,294322.86,LightGBM model predictions
SKU_0148,Lighting,Fairy Lights,110.96,176.0,0.0,14.0,56.0,0.207,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,206766.0,0.0,206766.0,LightGBM model predictions
SKU_0149,Lighting,Fairy Lights,236.2,149.0,0.0,14.0,88.0,0.685,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1507579.68,0.0,1507579.68,LightGBM model predictions
SKU_0150,Lighting,Candle Holders,220.68,211.0,0.0,7.0,47.0,0.044,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,10755.3,0.0,10755.3,LightGBM model predictions
SKU_0151,Lighting,Candle Holders,15.66,33.0,144.0,28.0,37.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,221729.34,0.0,221729.34,LightGBM model predictions
SKU_0152,Lighting,Candle Holders,220.05,142.0,0.0,14.0,51.0,0.677,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1681820.81,0.0,1681820.81,LightGBM model predictions
SKU_0153,Lighting,Candle Holders,215.01,83.0,0.0,7.0,66.0,0.614,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1605280.03,0.0,1605280.03,LightGBM model predictions
SKU_0154,Lighting,Candle Holders,150.08,51.0,0.0,7.0,49.0,0.66,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,530464.21,0.0,530464.21,LightGBM model predictions
SKU_0155,Lighting,Candle Holders,272.85,27.0,0.0,21.0,23.0,0.967,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,784661.51,0.0,784661.51,LightGBM model predictions
SKU_0156,Lighting,Candle Holders,152.79,104.0,0.0,14.0,96.0,0.66,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1981897.85,0.0,1981897.85,LightGBM model predictions
SKU_0157,Lighting,Candle Holders,246.82,90.0,0.0,28.0,79.0,0.909,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,3076368.18,0.0,3076368.18,LightGBM model predictions
SKU_0158,Storage,Shelves,41.61,181.0,0.0,21.0,84.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0159,Storage,Shelves,30.69,221.0,0.0,7.0,87.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0160,Storage,Shelves,241.64,86.0,0.0,7.0,66.0,0.644,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,678569.59,0.0,678569.59,LightGBM model predictions
SKU_0161,Storage,Shelves,112.02,228.0,0.0,28.0,70.0,0.491,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,2392161.38,0.0,2392161.38,LightGBM model predictions
SKU_0162,Storage,Shelves,262.07,215.0,0.0,21.0,72.0,0.727,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,3829684.98,0.0,3829684.98,LightGBM model predictions
SKU_0163,Storage,Shelves,52.44,27.0,130.0,28.0,30.0,0.251,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,937609.74,0.0,937609.74,LightGBM model predictions
SKU_0164,Storage,Shelves,137.7,151.0,0.0,7.0,98.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0165,Storage,Shelves,171.49,21.0,76.0,28.0,39.0,0.859,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,192726.28,0.0,192726.28,LightGBM model predictions
SKU_0166,Storage,Shelves,220.64,64.0,0.0,7.0,24.0,0.71,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1297693.77,0.0,1297693.77,LightGBM model predictions
SKU_0167,Storage,Baskets,29.48,170.0,0.0,21.0,91.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0168,Storage,Baskets,222.61,73.0,0.0,21.0,26.0,0.891,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,5011451.82,0.0,5011451.82,LightGBM model predictions
SKU_0169,Storage,Baskets,279.1,98.0,0.0,7.0,73.0,0.649,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,177289.38,0.0,177289.38,LightGBM model predictions
SKU_0170,Storage,Baskets,212.04,96.0,0.0,28.0,79.0,0.887,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,4765713.63,0.0,4765713.63,LightGBM model predictions
SKU_0171,Storage,Baskets,194.47,89.0,0.0,7.0,58.0,0.542,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,502623.47,0.0,502623.47,LightGBM model predictions
SKU_0172,Storage,Baskets,268.36,29.0,0.0,7.0,23.0,0.892,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1601721.34,0.0,1601721.34,LightGBM model predictions
SKU_0173,Storage,Baskets,239.39,97.0,0.0,21.0,59.0,0.865,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,4305413.87,0.0,4305413.87,LightGBM model predictions
SKU_0174,Storage,Baskets,26.58,47.0,146.0,28.0,94.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,84650.98,0.0,84650.98,LightGBM model predictions
SKU_0175,Storage,Boxes,86.89,252.0,0.0,28.0,84.0,0.275,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,1016363.62,0.0,1016363.62,LightGBM model predictions
SKU_0176,Storage,Boxes,29.53,64.0,0.0,14.0,64.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0177,Storage,Boxes,280.15,241.0,0.0,7.0,66.0,0.14,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,257202.97,0.0,257202.97,LightGBM model predictions
SKU_0178,Storage,Boxes,284.35,22.0,0.0,14.0,20.0,0.961,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,2606939.41,0.0,2606939.41,LightGBM model predictions
SKU_0179,Storage,Boxes,36.1,99.0,0.0,21.0,44.0,0.086,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,17976.84,0.0,17976.84,LightGBM model predictions
SKU_0180,Storage,Boxes,181.51,80.0,0.0,21.0,68.0,0.853,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1701892.09,0.0,1701892.09,LightGBM model predictions
SKU_0181,Storage,Boxes,204.47,53.0,109.0,21.0,87.0,0.736,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,6784083.53,0.0,6784083.53,LightGBM model predictions
SKU_0182,Storage,Boxes,137.98,206.0,0.0,14.0,66.0,0.253,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,184520.17,0.0,184520.17,LightGBM model predictions
SKU_0183,Storage,Boxes,230.65,107.0,0.0,14.0,80.0,0.768,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,371036.46,0.0,371036.46,LightGBM model predictions
SKU_0184,Storage,Boxes,233.19,171.0,0.0,21.0,65.0,0.756,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,5454925.89,0.0,5454925.89,LightGBM model predictions
SKU_0185,Storage,Hooks,223.5,174.0,0.0,21.0,48.0,0.74,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,2581753.57,0.0,2581753.57,LightGBM model predictions
SKU_0186,Storage,Hooks,197.85,141.0,0.0,21.0,61.0,0.762,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,736743.45,0.0,736743.45,LightGBM model predictions
SKU_0187,Storage,Hooks,219.32,80.0,0.0,21.0,72.0,0.878,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,5847316.14,0.0,5847316.14,LightGBM model predictions
SKU_0188,Storage,Hooks,83.0,87.0,0.0,7.0,84.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0189,Storage,Hooks,95.12,182.0,0.0,28.0,69.0,0.522,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,1638437.66,0.0,1638437.66,LightGBM model predictions
SKU_0190,Storage,Hooks,24.2,114.0,0.0,28.0,63.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0191,Storage,Hooks,26.58,174.0,0.0,7.0,75.0,0.0,0.0,Healthy,No action needed; leave as is,LOW,#27AE60,0.0,0.0,0.0,LightGBM model predictions
SKU_0192,Storage,Hooks,123.86,92.0,0.0,21.0,71.0,0.752,0.0,Reorder Now,Raise a replenishment order before stock runs out,HIGH,#E74C3C,2528155.79,0.0,2528155.79,LightGBM model predictions
