date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-05-05,SKU_0032,144,0,7.0,41
2024-05-12,SKU_0032,137,0,7.0,41
2024-05-19,SKU_0032,117,0,7.0,41
2024-05-26,SKU_0032,101,0,7.0,41
2024-06-02,SKU_0032,83,0,7.0,41
2024-06-09,SKU_0032,73,0,7.0,41
2024-06-16,SKU_0032,56,0,7.0,41
2024-06-23,SKU_0032,47,0,7.0,41
2024-06-30,SKU_0032,192,0,7.0,41
2024-07-07,SKU_0032,184,0,7.0,41
2024-07-14,SKU_0032,182,0,7.0,41
2024-07-21,SKU_0032,169,0,7.0,41
2024-07-28,SKU_0032,133,0,7.0,41
2024-08-04,SKU_0032,111,0,7.0,41
2024-08-11,SKU_0032,86,0,7.0,41
2024-08-18,SKU_0032,63,0,7.0,41
2024-08-25,SKU_0032,58,0,7.0,41
2024-09-01,SKU_0032,50,0,7.0,41
2024-09-08,SKU_0032,106,0,7.0,41
2024-09-15,SKU_0032,97,0,7.0,41
2024-09-22,SKU_0032,91,0,7.0,41
2024-09-29,SKU_0032,66,0,7.0,41
2024-10-06,SKU_0032,52,0,7.0,41
2024-10-13,SKU_0032,45,0,7.0,41
2024-10-20,SKU_0032,36,113,7.0,41
2024-10-27,SKU_0032,33,71,7.0,41
2024-11-03,SKU_0032,25,180,7.0,41
2024-11-10,SKU_0032,22,86,7.0,41
2024-11-17,SKU_0032,20,165,7.0,41
2024-11-24,SKU_0032,20,80,7.0,41
2024-12-01,SKU_0032,168,0,7.0,41
2024-12-08,SKU_0032,166,0,7.0,41
2024-12-15,SKU_0032,164,0,7.0,41
2024-12-22,SKU_0032,150,0,7.0,41
2024-12-29,SKU_0032,136,0,7.0,41
2023-01-01,SKU_0033,328,0,28.0,67
2023-01-08,SKU_0033,257,0,28.0,67
2023-01-15,SKU_0033,236,0,28.0,67
2023-01-22,SKU_0033,224,0,28.0,67
2023-01-29,SKU_0033,165,0,28.0,67
2023-02-05,SKU_0033,143,0,28.0,67
2023-02-12,SKU_0033,140,0,28.0,67
2023-02-19,SKU_0033,112,0,28.0,67
2023-02-26,SKU_0033,89,0,28.0,67
2023-03-05,SKU_0033,73,0,28.0,67
2023-03-12,SKU_0033,57,113,28.0,67
2023-03-19,SKU_0033,154,0,28.0,67
2023-03-26,SKU_0033,141,0,28.0,67
2023-04-02,SKU_0033,115,0,28.0,67
2023-04-09,SKU_0033,83,0,28.0,67
2023-04-16,SKU_0033,67,0,28.0,67
2023-04-23,SKU_0033,47,111,28.0,67
2023-04-30,SKU_0033,121,0,28.0,67
2023-05-07,SKU_0033,108,0,28.0,67
2023-05-14,SKU_0033,92,0,28.0,67
2023-05-21,SKU_0033,68,0,28.0,67
2023-05-28,SKU_0033,68,0,28.0,67
2023-06-04,SKU_0033,67,0,28.0,67
2023-06-11,SKU_0033,129,0,28.0,67
2023-06-18,SKU_0033,117,0,28.0,67
2023-06-25,SKU_0033,95,0,28.0,67
2023-07-02,SKU_0033,77,0,28.0,67
2023-07-09,SKU_0033,77,0,28.0,67
2023-07-16,SKU_0033,63,154,28.0,67
2023-07-23,SKU_0033,178,0,28.0,67
2023-07-30,SKU_0033,143,0,28.0,67
2023-08-06,SKU_0033,141,0,28.0,67
2023-08-13,SKU_0033,100,0,28.0,67
2023-08-20,SKU_0033,99,0,28.0,67
2023-08-27,SKU_0033,92,0,28.0,67
2023-09-03,SKU_0033,89,0,28.0,67
2023-09-10,SKU_0033,84,0,28.0,67
2023-09-17,SKU_0033,226,0,28.0,67
2023-09-24,SKU_0033,214,0,28.0,67
2023-10-01,SKU_0033,210,0,28.0,67
2023-10-08,SKU_0033,168,0,28.0,67
2023-10-15,SKU_0033,123,0,28.0,67
2023-10-22,SKU_0033,87,0,28.0,67
2023-10-29,SKU_0033,79,0,28.0,67
2023-11-05,SKU_0033,69,0,28.0,67
2023-11-12,SKU_0033,63,142,28.0,67
2023-11-19,SKU_0033,62,174,28.0,67
2023-11-26,SKU_0033,59,88,28.0,67
2023-12-03,SKU_0033,53,180,28.0,67
2023-12-10,SKU_0033,41,98,28.0,67
2023-12-17,SKU_0033,29,50,28.0,67
2023-12-24,SKU_0033,98,0,28.0,67
2023-12-31,SKU_0033,87,0,28.0,67
2024-01-07,SKU_0033,72,0,28.0,67
2024-01-14,SKU_0033,51,155,28.0,67
2024-01-21,SKU_0033,48,195,28.0,67
2024-01-28,SKU_0033,43,195,28.0,67
2024-02-04,SKU_0033,35,56,28.0,67
2024-02-11,SKU_0033,146,0,28.0,67
2024-02-18,SKU_0033,130,0,28.0,67
2024-02-25,SKU_0033,103,0,28.0,67
2024-03-03,SKU_0033,77,0,28.0,67
2024-03-10,SKU_0033,72,0,28.0,67
2024-03-17,SKU_0033,156,0,28.0,67
2024-03-24,SKU_0033,143,0,28.0,67
2024-03-31,SKU_0033,109,0,28.0,67
2024-04-07,SKU_0033,109,0,28.0,67
2024-04-14,SKU_0033,78,0,28.0,67
2024-04-21,SKU_0033,73,0,28.0,67
2024-04-28,SKU_0033,54,94,28.0,67
2024-05-05,SKU_0033,41,55,28.0,67
2024-05-12,SKU_0033,109,0,28.0,67
2024-05-19,SKU_0033,108,0,28.0,67
2024-05-26,SKU_0033,98,0,28.0,67
2024-06-02,SKU_0033,72,0,28.0,67
2024-06-09,SKU_0033,57,175,28.0,67
2024-06-16,SKU_0033,155,0,28.0,67
2024-06-23,SKU_0033,112,0,28.0,67
2024-06-30,SKU_0033,94,0,28.0,67
2024-07-07,SKU_0033,76,0,28.0,67
2024-07-14,SKU_0033,75,0,28.0,67
2024-07-21,SKU_0033,68,0,28.0,67
2024-07-28,SKU_0033,57,64,28.0,67
2024-08-04,SKU_0033,55,150,28.0,67
2024-08-11,SKU_0033,157,0,28.0,67
2024-08-18,SKU_0033,152,0,28.0,67
2024-08-25,SKU_0033,115,0,28.0,67
2024-09-01,SKU_0033,81,0,28.0,67
2024-09-08,SKU_0033,68,0,28.0,67
2024-09-15,SKU_0033,184,0,28.0,67
2024-09-22,SKU_0033,171,0,28.0,67
2024-09-29,SKU_0033,147,0,28.0,67
2024-10-06,SKU_0033,117,0,28.0,67
2024-10-13,SKU_0033,94,0,28.0,67
2024-10-20,SKU_0033,76,0,28.0,67
2024-10-27,SKU_0033,76,0,28.0,67
2024-11-03,SKU_0033,72,0,28.0,67
2024-11-10,SKU_0033,69,0,28.0,67
2024-11-17,SKU_0033,50,142,28.0,67
2024-11-24,SKU_0033,144,0,28.0,67
2024-12-01,SKU_0033,135,0,28.0,67
2024-12-08,SKU_0033,112,0,28.0,67
2024-12-15,SKU_0033,105,0,28.0,67
2024-12-22,SKU_0033,101,0,28.0,67
2024-12-29,SKU_0033,71,0,28.0,67
2023-01-01,SKU_0034,176,0,21.0,29
2023-01-08,SKU_0034,129,0,21.0,29
2023-01-15,SKU_0034,93,0,21.0,29
2023-01-22,SKU_0034,92,0,21.0,29
2023-01-29,SKU_0034,79,0,21.0,29
2023-02-05,SKU_0034,78,0,21.0,29
2023-02-12,SKU_0034,74,0,21.0,29
2023-02-19,SKU_0034,67,0,21.0,29
2023-02-26,SKU_0034,51,0,21.0,29
2023-03-05,SKU_0034,45,0,21.0,29
2023-03-12,SKU_0034,41,0,21.0,29
2023-03-19,SKU_0034,38,0,21.0,29
2023-03-26,SKU_0034,34,0,21.0,29
2023-04-02,SKU_0034,170,0,21.0,29
2023-04-09,SKU_0034,142,0,21.0,29
2023-04-16,SKU_0034,110,0,21.0,29
2023-04-23,SKU_0034,84,0,21.0,29
2023-04-30,SKU_0034,74,0,21.0,29
2023-05-07,SKU_0034,58,0,21.0,29
2023-05-14,SKU_0034,53,0,21.0,29
2023-05-21,SKU_0034,44,0,21.0,29
2023-05-28,SKU_0034,35,0,21.0,29
2023-06-04,SKU_0034,173,0,21.0,29
2023-06-11,SKU_0034,170,0,21.0,29
2023-06-18,SKU_0034,149,0,21.0,29
2023-06-25,SKU_0034,125,0,21.0,29
2023-07-02,SKU_0034,98,0,21.0,29
2023-07-09,SKU_0034,83,0,21.0,29
2023-07-16,SKU_0034,77,0,21.0,29
2023-07-23,SKU_0034,76,0,21.0,29
2023-07-30,SKU_0034,68,0,21.0,29
2023-08-06,SKU_0034,53,0,21.0,29
2023-08-13,SKU_0034,39,0,21.0,29
2023-08-20,SKU_0034,36,0,21.0,29
2023-08-27,SKU_0034,35,0,21.0,29
2023-09-03,SKU_0034,200,0,21.0,29
2023-09-10,SKU_0034,146,0,21.0,29
2023-09-17,SKU_0034,104,0,21.0,29
2023-09-24,SKU_0034,95,0,21.0,29
2023-10-01,SKU_0034,71,0,21.0,29
2023-10-08,SKU_0034,60,0,21.0,29
2023-10-15,SKU_0034,59,0,21.0,29
2023-10-22,SKU_0034,50,0,21.0,29
2023-10-29,SKU_0034,50,0,21.0,29
2023-11-05,SKU_0034,41,0,21.0,29
2023-11-12,SKU_0034,37,0,21.0,29
2023-11-19,SKU_0034,29,0,21.0,29
2023-11-26,SKU_0034,224,0,21.0,29
2023-12-03,SKU_0034,200,0,21.0,29
2023-12-10,SKU_0034,183,0,21.0,29
2023-12-17,SKU_0034,157,0,21.0,29
2023-12-24,SKU_0034,155,0,21.0,29
2023-12-31,SKU_0034,114,0,21.0,29
2024-01-07,SKU_0034,87,0,21.0,29
2024-01-14,SKU_0034,81,0,21.0,29
2024-01-21,SKU_0034,63,0,21.0,29
2024-01-28,SKU_0034,55,0,21.0,29
2024-02-04,SKU_0034,40,0,21.0,29
2024-02-11,SKU_0034,33,0,21.0,29
2024-02-18,SKU_0034,31,0,21.0,29
2024-02-25,SKU_0034,24,190,21.0,29
2024-03-03,SKU_0034,180,0,21.0,29
2024-03-10,SKU_0034,156,0,21.0,29
2024-03-17,SKU_0034,148,0,21.0,29
2024-03-24,SKU_0034,121,0,21.0,29
2024-03-31,SKU_0034,113,0,21.0,29
2024-04-07,SKU_0034,105,0,21.0,29
2024-04-14,SKU_0034,77,0,21.0,29
2024-04-21,SKU_0034,54,0,21.0,29
2024-04-28,SKU_0034,48,0,21.0,29
2024-05-05,SKU_0034,36,0,21.0,29
2024-05-12,SKU_0034,35,0,21.0,29
2024-05-19,SKU_0034,26,149,21.0,29
2024-05-26,SKU_0034,22,93,21.0,29
2024-06-02,SKU_0034,165,0,21.0,29
2024-06-09,SKU_0034,149,0,21.0,29
2024-06-16,SKU_0034,138,0,21.0,29
2024-06-23,SKU_0034,124,0,21.0,29
2024-06-30,SKU_0034,111,0,21.0,29
2024-07-07,SKU_0034,81,0,21.0,29
2024-07-14,SKU_0034,71,0,21.0,29
2024-07-21,SKU_0034,52,0,21.0,29
2024-07-28,SKU_0034,44,0,21.0,29
2024-08-04,SKU_0034,41,0,21.0,29
2024-08-11,SKU_0034,34,0,21.0,29
2024-08-18,SKU_0034,30,0,21.0,29
2024-08-25,SKU_0034,29,0,21.0,29
2024-09-01,SKU_0034,140,0,21.0,29
2024-09-08,SKU_0034,126,0,21.0,29
2024-09-15,SKU_0034,114,0,21.0,29
2024-09-22,SKU_0034,87,0,21.0,29
2024-09-29,SKU_0034,67,0,21.0,29
2024-10-06,SKU_0034,58,0,21.0,29
2024-10-13,SKU_0034,57,0,21.0,29
2024-10-20,SKU_0034,45,0,21.0,29
2024-10-27,SKU_0034,34,0,21.0,29
2024-11-03,SKU_0034,24,116,21.0,29
2024-11-10,SKU_0034,22,176,21.0,29
2024-11-17,SKU_0034,203,0,21.0,29
2024-11-24,SKU_0034,165,0,21.0,29
2024-12-01,SKU_0034,153,0,21.0,29
2024-12-08,SKU_0034,133,0,21.0,29
2024-12-15,SKU_0034,98,0,21.0,29
2024-12-22,SKU_0034,94,0,21.0,29
2024-12-29,SKU_0034,68,0,21.0,29
2023-01-01,SKU_0035,446,0,7.0,93
2023-01-08,SKU_0035,375,0,7.0,93
2023-01-15,SKU_0035,291,0,7.0,93
2023-01-22,SKU_0035,225,0,7.0,93
2023-01-29,SKU_0035,216,0,7.0,93
2023-02-05,SKU_0035,190,0,7.0,93
2023-02-12,SKU_0035,185,0,7.0,93
2023-02-19,SKU_0035,153,0,7.0,93
2023-02-26,SKU_0035,131,0,7.0,93
2023-03-05,SKU_0035,117,0,7.0,93
2023-03-12,SKU_0035,87,132,7.0,93
2023-03-19,SKU_0035,271,0,7.0,93
2023-03-26,SKU_0035,219,0,7.0,93
2023-04-02,SKU_0035,184,0,7.0,93
2023-04-09,SKU_0035,143,0,7.0,93
2023-04-16,SKU_0035,114,0,7.0,93
2023-04-23,SKU_0035,112,0,7.0,93
2023-04-30,SKU_0035,110,0,7.0,93
2023-05-07,SKU_0035,215,0,7.0,93
2023-05-14,SKU_0035,213,0,7.0,93
2023-05-21,SKU_0035,193,0,7.0,93
2023-05-28,SKU_0035,182,0,7.0,93
2023-06-04,SKU_0035,167,0,7.0,93
2023-06-11,SKU_0035,134,0,7.0,93
2023-06-18,SKU_0035,126,0,7.0,93
2023-06-25,SKU_0035,276,0,7.0,93
2023-07-02,SKU_0035,201,0,7.0,93
2023-07-09,SKU_0035,174,0,7.0,93
2023-07-16,SKU_0035,162,0,7.0,93
2023-07-23,SKU_0035,158,0,7.0,93
2023-07-30,SKU_0035,158,0,7.0,93
2023-08-06,SKU_0035,124,0,7.0,93
2023-08-13,SKU_0035,101,0,7.0,93
2023-08-20,SKU_0035,90,96,7.0,93
2023-08-27,SKU_0035,75,150,7.0,93
2023-09-03,SKU_0035,67,54,7.0,93
2023-09-10,SKU_0035,212,0,7.0,93
2023-09-17,SKU_0035,207,0,7.0,93
2023-09-24,SKU_0035,171,0,7.0,93
2023-10-01,SKU_0035,131,0,7.0,93
2023-10-08,SKU_0035,126,0,7.0,93
2023-10-15,SKU_0035,113,0,7.0,93
2023-10-22,SKU_0035,112,0,7.0,93
2023-10-29,SKU_0035,268,0,7.0,93
2023-11-05,SKU_0035,259,0,7.0,93
2023-11-12,SKU_0035,241,0,7.0,93
2023-11-19,SKU_0035,195,0,7.0,93
2023-11-26,SKU_0035,174,0,7.0,93
2023-12-03,SKU_0035,165,0,7.0,93
2023-12-10,SKU_0035,153,0,7.0,93
2023-12-17,SKU_0035,135,0,7.0,93
2023-12-24,SKU_0035,98,0,7.0,93
2023-12-31,SKU_0035,236,0,7.0,93
2024-01-07,SKU_0035,200,0,7.0,93
2024-01-14,SKU_0035,186,0,7.0,93
2024-01-21,SKU_0035,184,0,7.0,93
2024-01-28,SKU_0035,129,0,7.0,93
2024-02-04,SKU_0035,154,0,7.0,93
2024-02-11,SKU_0035,150,0,7.0,93
2024-02-18,SKU_0035,125,0,7.0,93
2024-02-25,SKU_0035,90,158,7.0,93
2024-03-03,SKU_0035,90,79,7.0,93
2024-03-10,SKU_0035,182,0,7.0,93
2024-03-17,SKU_0035,152,0,7.0,93
2024-03-24,SKU_0035,122,0,7.0,93
2024-03-31,SKU_0035,99,0,7.0,93
2024-04-07,SKU_0035,92,106,7.0,93
2024-04-14,SKU_0035,214,0,7.0,93
2024-04-21,SKU_0035,165,0,7.0,93
2024-04-28,SKU_0035,136,0,7.0,93
2024-05-05,SKU_0035,104,0,7.0,93
2024-05-12,SKU_0035,98,0,7.0,93
2024-05-19,SKU_0035,182,0,7.0,93
2024-05-26,SKU_0035,159,0,7.0,93
2024-06-02,SKU_0035,133,0,7.0,93
2024-06-09,SKU_0035,105,0,7.0,93
2024-06-16,SKU_0035,97,0,7.0,93
2024-06-23,SKU_0035,73,101,7.0,93
2024-06-30,SKU_0035,229,0,7.0,93
2024-07-07,SKU_0035,214,0,7.0,93
2024-07-14,SKU_0035,153,0,7.0,93
2024-07-21,SKU_0035,149,0,7.0,93
2024-07-28,SKU_0035,142,0,7.0,93
2024-08-04,SKU_0035,138,0,7.0,93
2024-08-11,SKU_0035,108,0,7.0,93
2024-08-18,SKU_0035,178,0,7.0,93
2024-08-25,SKU_0035,146,0,7.0,93
2024-09-01,SKU_0035,120,0,7.0,93
2024-09-08,SKU_0035,105,0,7.0,93
2024-09-15,SKU_0035,169,0,7.0,93
2024-09-22,SKU_0035,122,0,7.0,93
2024-09-29,SKU_0035,108,0,7.0,93
2024-10-06,SKU_0035,100,0,7.0,93
2024-10-13,SKU_0035,83,175,7.0,93
2024-10-20,SKU_0035,176,0,7.0,93
2024-10-27,SKU_0035,129,0,7.0,93
2024-11-03,SKU_0035,117,0,7.0,93
2024-11-10,SKU_0035,222,0,7.0,93
2024-11-17,SKU_0035,175,0,7.0,93
2024-11-24,SKU_0035,160,0,7.0,93
2024-12-01,SKU_0035,133,0,7.0,93
2024-12-08,SKU_0035,94,0,7.0,93
2024-12-15,SKU_0035,67,51,7.0,93
2024-12-22,SKU_0035,111,0,7.0,93
2024-12-29,SKU_0035,106,0,7.0,93
2023-01-01,SKU_0036,358,0,7.0,91
2023-01-08,SKU_0036,308,0,7.0,91
2023-01-15,SKU_0036,287,0,7.0,91
2023-01-22,SKU_0036,266,0,7.0,91
2023-01-29,SKU_0036,259,0,7.0,91
2023-02-05,SKU_0036,205,0,7.0,91
2023-02-12,SKU_0036,172,0,7.0,91
2023-02-19,SKU_0036,149,0,7.0,91
2023-02-26,SKU_0036,106,0,7.0,91
2023-03-05,SKU_0036,102,0,7.0,91
2023-03-12,SKU_0036,101,0,7.0,91
2023-03-19,SKU_0036,92,0,7.0,91
2023-03-26,SKU_0036,75,65,7.0,91
2023-04-02,SKU_0036,214,0,7.0,91
2023-04-09,SKU_0036,166,0,7.0,91
2023-04-16,SKU_0036,119,0,7.0,91
2023-04-23,SKU_0036,103,0,7.0,91
2023-04-30,SKU_0036,200,0,7.0,91
2023-05-07,SKU_0036,199,0,7.0,91
2023-05-14,SKU_0036,171,0,7.0,91
2023-05-21,SKU_0036,154,0,7.0,91
2023-05-28,SKU_0036,134,0,7.0,91
2023-06-04,SKU_0036,121,0,7.0,91
2023-06-11,SKU_0036,106,0,7.0,91
2023-06-18,SKU_0036,85,196,7.0,91
2023-06-25,SKU_0036,201,0,7.0,91
2023-07-02,SKU_0036,185,0,7.0,91
2023-07-09,SKU_0036,130,0,7.0,91
2023-07-16,SKU_0036,120,0,7.0,91
2023-07-23,SKU_0036,95,0,7.0,91
2023-07-30,SKU_0036,251,0,7.0,91
2023-08-06,SKU_0036,218,0,7.0,91
2023-08-13,SKU_0036,216,0,7.0,91
2023-08-20,SKU_0036,201,0,7.0,91
2023-08-27,SKU_0036,179,0,7.0,91
2023-09-03,SKU_0036,178,0,7.0,91
2023-09-10,SKU_0036,150,0,7.0,91
2023-09-17,SKU_0036,113,0,7.0,91
2023-09-24,SKU_0036,92,0,7.0,91
2023-10-01,SKU_0036,144,0,7.0,91
2023-10-08,SKU_0036,118,0,7.0,91
2023-10-15,SKU_0036,108,0,7.0,91
2023-10-22,SKU_0036,202,0,7.0,91
2023-10-29,SKU_0036,145,0,7.0,91
2023-11-05,SKU_0036,109,0,7.0,91
2023-11-12,SKU_0036,106,0,7.0,91
2023-11-19,SKU_0036,94,0,7.0,91
2023-11-26,SKU_0036,255,0,7.0,91
2023-12-03,SKU_0036,243,0,7.0,91
2023-12-10,SKU_0036,174,0,7.0,91
2023-12-17,SKU_0036,158,0,7.0,91
2023-12-24,SKU_0036,118,0,7.0,91
2023-12-31,SKU_0036,90,95,7.0,91
2024-01-07,SKU_0036,231,0,7.0,91
2024-01-14,SKU_0036,194,0,7.0,91
2024-01-21,SKU_0036,143,0,7.0,91
2024-01-28,SKU_0036,139,0,7.0,91
2024-02-04,SKU_0036,108,0,7.0,91
2024-02-11,SKU_0036,176,0,7.0,91
2024-02-18,SKU_0036,145,0,7.0,91
2024-02-25,SKU_0036,112,0,7.0,91
2024-03-03,SKU_0036,103,0,7.0,91
2024-03-10,SKU_0036,86,170,7.0,91
2024-03-17,SKU_0036,70,71,7.0,91
2024-03-24,SKU_0036,62,164,7.0,91
2024-03-31,SKU_0036,61,182,7.0,91
2024-04-07,SKU_0036,174,0,7.0,91
2024-04-14,SKU_0036,153,0,7.0,91
2024-04-21,SKU_0036,139,0,7.0,91
2024-04-28,SKU_0036,123,0,7.0,91
2024-05-05,SKU_0036,87,180,7.0,91
2024-05-12,SKU_0036,260,0,7.0,91
2024-05-19,SKU_0036,233,0,7.0,91
2024-05-26,SKU_0036,204,0,7.0,91
2024-06-02,SKU_0036,153,0,7.0,91
2024-06-09,SKU_0036,113,0,7.0,91
2024-06-16,SKU_0036,97,0,7.0,91
2024-06-23,SKU_0036,213,0,7.0,91
2024-06-30,SKU_0036,158,0,7.0,91
2024-07-07,SKU_0036,141,0,7.0,91
2024-07-14,SKU_0036,107,0,7.0,91
2024-07-21,SKU_0036,96,0,7.0,91
2024-07-28,SKU_0036,173,0,7.0,91
2024-08-04,SKU_0036,133,0,7.0,91
2024-08-11,SKU_0036,129,0,7.0,91
2024-08-18,SKU_0036,114,0,7.0,91
2024-08-25,SKU_0036,157,0,7.0,91
2024-09-01,SKU_0036,113,0,7.0,91
2024-09-08,SKU_0036,274,0,7.0,91
2024-09-15,SKU_0036,201,0,7.0,91
2024-09-22,SKU_0036,168,0,7.0,91
2024-09-29,SKU_0036,155,0,7.0,91
2024-10-06,SKU_0036,124,0,7.0,91
2024-10-13,SKU_0036,105,0,7.0,91
2024-10-20,SKU_0036,86,73,7.0,91
2024-10-27,SKU_0036,61,127,7.0,91
2024-11-03,SKU_0036,44,158,7.0,91
2024-11-10,SKU_0036,155,0,7.0,91
2024-11-17,SKU_0036,123,0,7.0,91
2024-11-24,SKU_0036,104,0,7.0,91
2024-12-01,SKU_0036,88,187,7.0,91
2024-12-08,SKU_0036,74,59,7.0,91
2024-12-15,SKU_0036,56,166,7.0,91
2024-12-22,SKU_0036,46,96,7.0,91
2024-12-29,SKU_0036,92,0,7.0,91
2023-01-01,SKU_0037,145,0,21.0,30
2023-01-08,SKU_0037,126,0,21.0,30
2023-01-15,SKU_0037,106,0,21.0,30
2023-01-22,SKU_0037,92,0,21.0,30
2023-01-29,SKU_0037,83,0,21.0,30
2023-02-05,SKU_0037,61,0,21.0,30
2023-02-12,SKU_0037,46,0,21.0,30
2023-02-19,SKU_0037,40,0,21.0,30
2023-02-26,SKU_0037,28,123,21.0,30
2023-03-05,SKU_0037,86,0,21.0,30
2023-03-12,SKU_0037,67,0,21.0,30
2023-03-19,SKU_0037,67,0,21.0,30
2023-03-26,SKU_0037,55,0,21.0,30
2023-04-02,SKU_0037,55,0,21.0,30
2023-04-09,SKU_0037,39,0,21.0,30
2023-04-16,SKU_0037,181,0,21.0,30
2023-04-23,SKU_0037,181,0,21.0,30
2023-04-30,SKU_0037,140,0,21.0,30
2023-05-07,SKU_0037,131,0,21.0,30
2023-05-14,SKU_0037,108,0,21.0,30
2023-05-21,SKU_0037,87,0,21.0,30
2023-05-28,SKU_0037,83,0,21.0,30
2023-06-04,SKU_0037,69,0,21.0,30
2023-06-11,SKU_0037,53,0,21.0,30
2023-06-18,SKU_0037,41,0,21.0,30
2023-06-25,SKU_0037,33,0,21.0,30
2023-07-02,SKU_0037,33,0,21.0,30
2023-07-09,SKU_0037,32,0,21.0,30
2023-07-16,SKU_0037,29,107,21.0,30
2023-07-23,SKU_0037,21,91,21.0,30
2023-07-30,SKU_0037,18,178,21.0,30
2023-08-06,SKU_0037,175,0,21.0,30
2023-08-13,SKU_0037,147,0,21.0,30
2023-08-20,SKU_0037,120,0,21.0,30
2023-08-27,SKU_0037,85,0,21.0,30
2023-09-03,SKU_0037,68,0,21.0,30
2023-09-10,SKU_0037,66,0,21.0,30
2023-09-17,SKU_0037,52,0,21.0,30
2023-09-24,SKU_0037,49,0,21.0,30
2023-10-01,SKU_0037,35,0,21.0,30
2023-10-08,SKU_0037,31,0,21.0,30
2023-10-15,SKU_0037,148,0,21.0,30
2023-10-22,SKU_0037,111,0,21.0,30
2023-10-29,SKU_0037,90,0,21.0,30
2023-11-05,SKU_0037,87,0,21.0,30
2023-11-12,SKU_0037,80,0,21.0,30
2023-11-19,SKU_0037,67,0,21.0,30
2023-11-26,SKU_0037,51,0,21.0,30
2023-12-03,SKU_0037,49,0,21.0,30
2023-12-10,SKU_0037,39,0,21.0,30
2023-12-17,SKU_0037,39,0,21.0,30
2023-12-24,SKU_0037,33,0,21.0,30
2023-12-31,SKU_0037,30,0,21.0,30
2024-01-07,SKU_0037,30,0,21.0,30
2024-01-14,SKU_0037,154,0,21.0,30
2024-01-21,SKU_0037,114,0,21.0,30
2024-01-28,SKU_0037,93,0,21.0,30
2024-02-04,SKU_0037,83,0,21.0,30
2024-02-11,SKU_0037,73,0,21.0,30
2024-02-18,SKU_0037,63,0,21.0,30
2024-02-25,SKU_0037,45,0,21.0,30
2024-03-03,SKU_0037,38,0,21.0,30
2024-03-10,SKU_0037,38,0,21.0,30
2024-03-17,SKU_0037,33,0,21.0,30
2024-03-24,SKU_0037,30,0,21.0,30
2024-03-31,SKU_0037,26,145,21.0,30
2024-04-07,SKU_0037,26,98,21.0,30
2024-04-14,SKU_0037,20,79,21.0,30
2024-04-21,SKU_0037,18,132,21.0,30
2024-04-28,SKU_0037,153,0,21.0,30
2024-05-05,SKU_0037,146,0,21.0,30
2024-05-12,SKU_0037,135,0,21.0,30
2024-05-19,SKU_0037,109,0,21.0,30
2024-05-26,SKU_0037,82,0,21.0,30
2024-06-02,SKU_0037,73,0,21.0,30
2024-06-09,SKU_0037,59,0,21.0,30
2024-06-16,SKU_0037,47,0,21.0,30
2024-06-23,SKU_0037,45,0,21.0,30
2024-06-30,SKU_0037,39,0,21.0,30
2024-07-07,SKU_0037,33,0,21.0,30
2024-07-14,SKU_0037,179,0,21.0,30
2024-07-21,SKU_0037,165,0,21.0,30
2024-07-28,SKU_0037,158,0,21.0,30
2024-08-04,SKU_0037,114,0,21.0,30
2024-08-11,SKU_0037,94,0,21.0,30
2024-08-18,SKU_0037,80,0,21.0,30
2024-08-25,SKU_0037,59,0,21.0,30
2024-09-01,SKU_0037,52,0,21.0,30
2024-09-08,SKU_0037,44,0,21.0,30
2024-09-15,SKU_0037,44,0,21.0,30
2024-09-22,SKU_0037,42,0,21.0,30
2024-09-29,SKU_0037,41,0,21.0,30
2024-10-06,SKU_0037,33,0,21.0,30
2024-10-13,SKU_0037,32,0,21.0,30
2024-10-20,SKU_0037,32,0,21.0,30
2024-10-27,SKU_0037,31,0,21.0,30
2024-11-03,SKU_0037,124,0,21.0,30
2024-11-10,SKU_0037,122,0,21.0,30
2024-11-17,SKU_0037,114,0,21.0,30
2024-11-24,SKU_0037,114,0,21.0,30
2024-12-01,SKU_0037,80,0,21.0,30
2024-12-08,SKU_0037,80,0,21.0,30
2024-12-15,SKU_0037,80,0,21.0,30
2024-12-22,SKU_0037,62,0,21.0,30
2024-12-29,SKU_0037,49,0,21.0,30
2023-01-01,SKU_0038,305,0,7.0,22
2023-01-08,SKU_0038,223,0,7.0,22
2023-01-15,SKU_0038,165,0,7.0,22
2023-01-22,SKU_0038,154,0,7.0,22
2023-01-29,SKU_0038,141,0,7.0,22
2023-02-05,SKU_0038,111,0,7.0,22
2023-02-12,SKU_0038,105,0,7.0,22
2023-02-19,SKU_0038,93,0,7.0,22
2023-02-26,SKU_0038,91,0,7.0,22
2023-03-05,SKU_0038,79,0,7.0,22
2023-03-12,SKU_0038,65,0,7.0,22
2023-03-19,SKU_0038,62,0,7.0,22
2023-03-26,SKU_0038,53,0,7.0,22
2023-04-02,SKU_0038,46,0,7.0,22
2023-04-09,SKU_0038,34,0,7.0,22
2023-04-16,SKU_0038,28,0,7.0,22
2023-04-23,SKU_0038,27,0,7.0,22
2023-04-30,SKU_0038,23,0,7.0,22
2023-05-07,SKU_0038,135,0,7.0,22
2023-05-14,SKU_0038,97,0,7.0,22
2023-05-21,SKU_0038,87,0,7.0,22
